run	Prop_VSO	Prop_SVO	Prop_SOV	n_agents	n_turns	n_conversations	n_gen	n_runs	prob_random	learn_as_talking	probScale	initialQuestionBoost	capMaxCost	particleDiscount	initialTypeDist
25	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
26	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
27	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
28	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
29	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
30	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
31	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
32	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
33	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
34	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
35	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
36	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
37	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
38	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
39	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
40	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
41	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
42	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
43	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
44	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
45	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
46	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
47	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
48	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
49	0.88	0.12	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.4_0.3
run	Prop_VSO	Prop_SVO	Prop_SOV	n_agents	n_turns	n_conversations	n_gen	n_runs	prob_random	learn_as_talking	probScale	initialQuestionBoost	capMaxCost	particleDiscount	initialTypeDist
0	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
1	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
2	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
3	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
4	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
5	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
6	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
7	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
8	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
9	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
10	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
11	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
12	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
13	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
14	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
15	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
16	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
17	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
18	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
19	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
20	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
21	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
22	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
23	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
24	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
25	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
26	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
27	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
28	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
29	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
30	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
31	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
32	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
33	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
34	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
35	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
36	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
37	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
38	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
39	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
40	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
41	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
42	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
43	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
44	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
45	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
46	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
47	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
48	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
49	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.3_0.3_0.4
run	Prop_VSO	Prop_SVO	Prop_SOV	n_agents	n_turns	n_conversations	n_gen	n_runs	prob_random	learn_as_talking	probScale	initialQuestionBoost	capMaxCost	particleDiscount	initialTypeDist
0	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
1	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
2	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
3	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
4	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
5	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
6	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
7	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
8	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
9	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
10	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
11	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
12	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
13	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
14	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
15	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
16	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
17	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
18	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
19	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
20	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
21	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
22	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
23	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
24	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
25	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
26	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
27	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
28	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
29	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
30	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
31	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
32	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
33	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
34	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
35	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
36	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
37	0.0	1.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
38	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
39	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
40	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
41	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
42	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
43	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
44	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
45	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
46	1.0	0.0	0.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
47	0.0	0.0	1.0	10	1	20	300	50	0.05	False	2	False	False	0.5	0.6_0.2_0.2
